t,v1,v2
0.07502,-9.9998,7.0932
0.07503,-9.9996,7.1043
0.07504,-9.9992,7.1154
0.07505,-9.9988,7.1264
0.07506,-9.9982,7.1374
0.07507,-9.9976,7.1484
0.07508,-9.9968,7.1594
0.07509,-9.996,7.1703
0.0751,-9.9951,7.1813
0.07511,-9.994,7.1922
0.07512,-9.9929,7.2031
0.07513,-9.9917,7.214
0.07514,-9.9903,7.2248
0.07515,-9.9889,7.2357
0.07516,-9.9874,7.2465
0.07517,-9.9857,7.2573
0.07518,-9.984,7.2681
0.07519,-9.9822,7.2789
0.0752,-9.9803,7.2897
0.07521,-9.9782,7.3004
0.07522,-9.9761,7.3112
0.07523,-9.9739,7.3219
0.07524,-9.9716,7.3326
0.07525,-9.9692,7.3432
0.07526,-9.9667,7.3539
0.07527,-9.964,7.3645
0.07528,-9.9613,7.3751
0.07529,-9.9585,7.3857
0.0753,-9.9556,7.3963
0.07531,-9.9526,7.4069
0.07532,-9.9495,7.4174
0.07533,-9.9463,7.4279
0.07534,-9.943,7.4385
0.07535,-9.9396,7.4489
0.07536,-9.9361,7.4594
0.07537,-9.9325,7.4699
0.07538,-9.9288,7.4803
0.07539,-9.925,7.4907
0.0754,-9.9211,7.5011
0.07541,-9.9172,7.5115
0.07542,-9.9131,7.5218
0.07543,-9.9089,7.5322
0.07544,-9.9046,7.5425
0.07545,-9.9002,7.5528
0.07546,-9.8958,7.5631
0.07547,-9.8912,7.5734
0.07548,-9.8865,7.5836
0.07549,-9.8817,7.5938
0.0755,-9.8769,7.6041
0.07551,-9.8719,7.6143
0.07552,-9.8669,7.6244
0.07553,-9.8617,7.6346
0.07554,-9.8564,7.6447
0.07555,-9.8511,7.6548
0.07556,-9.8456,7.6649
0.07557,-9.8401,7.675
0.07558,-9.8345,7.6851
0.07559,-9.8287,7.6951
0.0756,-9.8229,7.7051
0.07561,-9.8169,7.7151
0.07562,-9.8109,7.7251
0.07563,-9.8048,7.7351
0.07564,-9.7986,7.745
0.07565,-9.7922,7.755
0.07566,-9.7858,7.7649
0.07567,-9.7793,7.7748
0.07568,-9.7727,7.7846
0.07569,-9.766,7.7945
0.0757,-9.7592,7.8043
0.07571,-9.7523,7.8141
0.07572,-9.7453,7.8239
0.07573,-9.7382,7.8337
0.07574,-9.731,7.8434
0.07575,-9.7237,7.8532
0.07576,-9.7163,7.8629
0.07577,-9.7088,7.8726
0.07578,-9.7013,7.8823
0.07579,-9.6936,7.8919
0.0758,-9.6858,7.9016
0.07581,-9.678,7.9112
0.07582,-9.67,7.9208
0.07583,-9.662,7.9303
0.07584,-9.6538,7.9399
0.07585,-9.6456,7.9494
0.07586,-9.6372,7.959
0.07587,-9.6288,7.9685
0.07588,-9.6203,7.9779
0.07589,-9.6117,7.9874
0.0759,-9.6029,7.9968
0.07591,-9.5941,8.0063
0.07592,-9.5852,8.0157
0.07593,-9.5762,8.0251
0.07594,-9.5671,8.0344
0.07595,-9.5579,8.0438
0.07596,-9.5486,8.0531
0.07597,-9.5393,8.0624
0.07598,-9.5298,8.0717
0.07599,-9.5202,8.0809
0.076,-9.5106,8.0902
0.07601,-9.5008,8.0994
0.07602,-9.491,8.1086
0.07603,-9.481,8.1178
0.07604,-9.471,8.1269
0.07605,-9.4609,8.1361
0.07606,-9.4506,8.1452
0.07607,-9.4403,8.1543
0.07608,-9.4299,8.1634
0.07609,-9.4194,8.1725
0.0761,-9.4088,8.1815
0.07611,-9.3981,8.1905
0.07612,-9.3873,8.1995
0.07613,-9.3765,8.2085
0.07614,-9.3655,8.2175
0.07615,-9.3544,8.2264
0.07616,-9.3433,8.2353
0.07617,-9.332,8.2442
0.07618,-9.3207,8.2531
0.07619,-9.3093,8.262
0.0762,-9.2978,8.2708
0.07621,-9.2862,8.2796
0.07622,-9.2745,8.2884
0.07623,-9.2627,8.2972
0.07624,-9.2508,8.306
0.07625,-9.2388,8.3147
0.07626,-9.2267,8.3234
0.07627,-9.2146,8.3321
0.07628,-9.2023,8.3408
0.07629,-9.19,8.3494
0.0763,-9.1775,8.3581
0.07631,-9.165,8.3667
0.07632,-9.1524,8.3753
0.07633,-9.1397,8.3839
0.07634,-9.1269,8.3924
0.07635,-9.114,8.4009
0.07636,-9.1011,8.4094
0.07637,-9.088,8.4179
0.07638,-9.0748,8.4264
0.07639,-9.0616,8.4349
0.0764,-9.0483,8.4433
0.07641,-9.0348,8.4517
0.07642,-9.0213,8.4601
0.07643,-9.0077,8.4684
0.07644,-8.9941,8.4768
0.07645,-8.9803,8.4851
0.07646,-8.9664,8.4934
0.07647,-8.9525,8.5017
0.07648,-8.9384,8.5099
0.07649,-8.9243,8.5182
0.0765,-8.9101,8.5264
0.07651,-8.8958,8.5346
0.07652,-8.8814,8.5428
0.07653,-8.8669,8.5509
0.07654,-8.8523,8.5591
0.07655,-8.8377,8.5672
0.07656,-8.8229,8.5753
0.07657,-8.8081,8.5833
0.07658,-8.7932,8.5914
0.07659,-8.7782,8.5994
0.0766,-8.7631,8.6074
0.07661,-8.7479,8.6154
0.07662,-8.7326,8.6234
0.07663,-8.7173,8.6313
0.07664,-8.7018,8.6392
0.07665,-8.6863,8.6471
0.07666,-8.6707,8.655
0.07667,-8.655,8.6629
0.07668,-8.6392,8.6707
0.07669,-8.6234,8.6785
0.0767,-8.6074,8.6863
0.07671,-8.5914,8.6941
0.07672,-8.5753,8.7018
0.07673,-8.5591,8.7096
0.07674,-8.5428,8.7173
0.07675,-8.5264,8.725
0.07676,-8.5099,8.7326
0.07677,-8.4934,8.7403
0.07678,-8.4768,8.7479
0.07679,-8.4601,8.7555
0.0768,-8.4433,8.7631
0.07681,-8.4264,8.7706
0.07682,-8.4094,8.7782
0.07683,-8.3924,8.7857
0.07684,-8.3753,8.7932
0.07685,-8.3581,8.8006
0.07686,-8.3408,8.8081
0.07687,-8.3234,8.8155
0.07688,-8.306,8.8229
0.07689,-8.2884,8.8303
0.0769,-8.2708,8.8377
0.07691,-8.2531,8.845
0.07692,-8.2353,8.8523
0.07693,-8.2175,8.8596
0.07694,-8.1995,8.8669
0.07695,-8.1815,8.8741
0.07696,-8.1634,8.8814
0.07697,-8.1452,8.8886
0.07698,-8.1269,8.8958
0.07699,-8.1086,8.9029
0.077,-8.0902,8.9101
0.07701,-8.0717,8.9172
0.07702,-8.0531,8.9243
0.07703,-8.0344,8.9314
0.07704,-8.0157,8.9384
0.07705,-7.9968,8.9454
0.07706,-7.9779,8.9525
0.07707,-7.959,8.9594
0.07708,-7.9399,8.9664
0.07709,-7.9208,8.9734
0.0771,-7.9016,8.9803
0.07711,-7.8823,8.9872
0.07712,-7.8629,8.9941
0.07713,-7.8434,9.0009
0.07714,-7.8239,9.0077
0.07715,-7.8043,9.0146
0.07716,-7.7846,9.0213
0.07717,-7.7649,9.0281
0.07718,-7.745,9.0348
0.07719,-7.7251,9.0416
0.0772,-7.7051,9.0483
0.07721,-7.6851,9.0549
0.07722,-7.6649,9.0616
0.07723,-7.6447,9.0682
0.07724,-7.6244,9.0748
0.07725,-7.6041,9.0814
0.07726,-7.5836,9.088
0.07727,-7.5631,9.0945
0.07728,-7.5425,9.1011
0.07729,-7.5218,9.1076
0.0773,-7.5011,9.114
0.07731,-7.4803,9.1205
0.07732,-7.4594,9.1269
0.07733,-7.4385,9.1333
0.07734,-7.4174,9.1397
0.07735,-7.3963,9.1461
0.07736,-7.3751,9.1524
0.07737,-7.3539,9.1587
0.07738,-7.3326,9.165
0.07739,-7.3112,9.1713
0.0774,-7.2897,9.1775
0.07741,-7.2681,9.1838
0.07742,-7.2465,9.19
0.07743,-7.2248,9.1962
0.07744,-7.2031,9.2023
0.07745,-7.1813,9.2085
0.07746,-7.1594,9.2146
0.07747,-7.1374,9.2207
0.07748,-7.1154,9.2267
0.07749,-7.0932,9.2328
0.0775,-7.0711,9.2388
0.07751,-7.0488,9.2448
0.07752,-7.0265,9.2508
0.07753,-7.0041,9.2567
0.07754,-6.9817,9.2627
0.07755,-6.9591,9.2686
0.07756,-6.9365,9.2745
0.07757,-6.9139,9.2803
0.07758,-6.8911,9.2862
0.07759,-6.8683,9.292
0.0776,-6.8455,9.2978
0.07761,-6.8225,9.3035
0.07762,-6.7995,9.3093
0.07763,-6.7765,9.315
0.07764,-6.7533,9.3207
0.07765,-6.7301,9.3264
0.07766,-6.7069,9.332
0.07767,-6.6835,9.3377
0.07768,-6.6601,9.3433
0.07769,-6.6367,9.3489
0.0777,-6.6131,9.3544
0.07771,-6.5895,9.36
0.07772,-6.5659,9.3655
0.07773,-6.5421,9.371
0.07774,-6.5183,9.3765
0.07775,-6.4945,9.3819
0.07776,-6.4706,9.3873
0.07777,-6.4466,9.3927
0.07778,-6.4225,9.3981
0.07779,-6.3984,9.4035
0.0778,-6.3742,9.4088
0.07781,-6.35,9.4141
0.07782,-6.3257,9.4194
0.07783,-6.3013,9.4247
0.07784,-6.2769,9.4299
0.07785,-6.2524,9.4351
0.07786,-6.2279,9.4403
0.07787,-6.2033,9.4455
0.07788,-6.1786,9.4506
0.07789,-6.1539,9.4558
0.0779,-6.1291,9.4609
0.07791,-6.1042,9.4659
0.07792,-6.0793,9.471
0.07793,-6.0543,9.476
0.07794,-6.0293,9.481
0.07795,-6.0042,9.486
0.07796,-5.979,9.491
0.07797,-5.9538,9.4959
0.07798,-5.9286,9.5008
0.07799,-5.9032,9.5057
0.078,-5.8779,9.5106
0.07801,-5.8524,9.5154
0.07802,-5.8269,9.5202
0.07803,-5.8013,9.525
0.07804,-5.7757,9.5298
0.07805,-5.7501,9.5345
0.07806,-5.7243,9.5393
0.07807,-5.6985,9.544
0.07808,-5.6727,9.5486
0.07809,-5.6468,9.5533
0.0781,-5.6208,9.5579
0.07811,-5.5948,9.5625
0.07812,-5.5688,9.5671
0.07813,-5.5426,9.5717
0.07814,-5.5165,9.5762
0.07815,-5.4902,9.5807
0.07816,-5.4639,9.5852
0.07817,-5.4376,9.5897
0.07818,-5.4112,9.5941
0.07819,-5.3848,9.5985
0.0782,-5.3583,9.6029
0.07821,-5.3317,9.6073
0.07822,-5.3051,9.6117
0.07823,-5.2785,9.616
0.07824,-5.2517,9.6203
0.07825,-5.225,9.6246
0.07826,-5.1982,9.6288
0.07827,-5.1713,9.633
0.07828,-5.1444,9.6372
0.07829,-5.1174,9.6414
0.0783,-5.0904,9.6456
0.07831,-5.0633,9.6497
0.07832,-5.0362,9.6538
0.07833,-5.0091,9.6579
0.07834,-4.9819,9.662
0.07835,-4.9546,9.666
0.07836,-4.9273,9.67
0.07837,-4.8999,9.674
0.07838,-4.8725,9.678
0.07839,-4.845,9.6819
0.0784,-4.8175,9.6858
0.07841,-4.79,9.6897
0.07842,-4.7624,9.6936
0.07843,-4.7347,9.6974
0.07844,-4.707,9.7013
0.07845,-4.6793,9.7051
0.07846,-4.6515,9.7088
0.07847,-4.6237,9.7126
0.07848,-4.5958,9.7163
0.07849,-4.5679,9.72
0.0785,-4.5399,9.7237
0.07851,-4.5119,9.7274
0.07852,-4.4838,9.731
0.07853,-4.4557,9.7346
0.07854,-4.4276,9.7382
0.07855,-4.3994,9.7417
0.07856,-4.3712,9.7453
0.07857,-4.3429,9.7488
0.07858,-4.3146,9.7523
0.07859,-4.2862,9.7557
0.0786,-4.2578,9.7592
0.07861,-4.2293,9.7626
0.07862,-4.2009,9.766
0.07863,-4.1723,9.7693
0.07864,-4.1438,9.7727
0.07865,-4.1151,9.776
0.07866,-4.0865,9.7793
0.07867,-4.0578,9.7826
0.07868,-4.0291,9.7858
0.07869,-4.0003,9.789
0.0787,-3.9715,9.7922
0.07871,-3.9426,9.7954
0.07872,-3.9137,9.7986
0.07873,-3.8848,9.8017
0.07874,-3.8558,9.8048
0.07875,-3.8268,9.8079
0.07876,-3.7978,9.8109
0.07877,-3.7687,9.8139
0.07878,-3.7396,9.8169
0.07879,-3.7104,9.8199
0.0788,-3.6812,9.8229
0.07881,-3.652,9.8258
0.07882,-3.6228,9.8287
0.07883,-3.5935,9.8316
0.07884,-3.5641,9.8345
0.07885,-3.5347,9.8373
0.07886,-3.5053,9.8401
0.07887,-3.4759,9.8429
0.07888,-3.4464,9.8456
0.07889,-3.4169,9.8484
0.0789,-3.3874,9.8511
0.07891,-3.3578,9.8538
0.07892,-3.3282,9.8564
0.07893,-3.2986,9.8591
0.07894,-3.2689,9.8617
0.07895,-3.2392,9.8643
0.07896,-3.2094,9.8669
0.07897,-3.1797,9.8694
0.07898,-3.1499,9.8719
0.07899,-3.12,9.8744
0.079,-3.0902,9.8769
0.07901,-3.0603,9.8793
0.07902,-3.0304,9.8817
0.07903,-3.0004,9.8841
0.07904,-2.9704,9.8865
0.07905,-2.9404,9.8889
0.07906,-2.9104,9.8912
0.07907,-2.8803,9.8935
0.07908,-2.8502,9.8958
0.07909,-2.8201,9.898
0.0791,-2.7899,9.9002
0.07911,-2.7597,9.9024
0.07912,-2.7295,9.9046
0.07913,-2.6993,9.9068
0.07914,-2.669,9.9089
0.07915,-2.6387,9.911
0.07916,-2.6084,9.9131
0.07917,-2.5781,9.9151
0.07918,-2.5477,9.9172
0.07919,-2.5173,9.9192
0.0792,-2.4869,9.9211
0.07921,-2.4565,9.9231
0.07922,-2.426,9.925
0.07923,-2.3955,9.9269
0.07924,-2.365,9.9288
0.07925,-2.3345,9.9307
0.07926,-2.3039,9.9325
0.07927,-2.2733,9.9343
0.07928,-2.2427,9.9361
0.07929,-2.2121,9.9379
0.0793,-2.1814,9.9396
0.07931,-2.1508,9.9413
0.07932,-2.1201,9.943
0.07933,-2.0894,9.9447
0.07934,-2.0586,9.9463
0.07935,-2.0279,9.9479
0.07936,-1.9971,9.9495
0.07937,-1.9663,9.9511
0.07938,-1.9355,9.9526
0.07939,-1.9047,9.9541
0.0794,-1.8738,9.9556
0.07941,-1.8429,9.9571
0.07942,-1.8121,9.9585
0.07943,-1.7812,9.9599
0.07944,-1.7502,9.9613
0.07945,-1.7193,9.9627
0.07946,-1.6883,9.964
0.07947,-1.6574,9.9654
0.07948,-1.6264,9.9667
0.07949,-1.5954,9.9679
0.0795,-1.5643,9.9692
0.07951,-1.5333,9.9704
0.07952,-1.5023,9.9716
0.07953,-1.4712,9.9728
0.07954,-1.4401,9.9739
0.07955,-1.409,9.975
0.07956,-1.3779,9.9761
0.07957,-1.3468,9.9772
0.07958,-1.3156,9.9782
0.07959,-1.2845,9.9793
0.0796,-1.2533,9.9803
0.07961,-1.2222,9.9812
0.07962,-1.191,9.9822
0.07963,-1.1598,9.9831
0.07964,-1.1286,9.984
0.07965,-1.0973,9.9849
0.07966,-1.0661,9.9857
0.07967,-1.0349,9.9866
0.07968,-1.0036,9.9874
0.07969,-0.97235,9.9881
0.0797,-0.94108,9.9889
0.07971,-0.9098,9.9896
0.07972,-0.87851,9.9903
0.07973,-0.84721,9.991
0.07974,-0.81591,9.9917
0.07975,-0.78459,9.9923
0.07976,-0.75327,9.9929
0.07977,-0.72194,9.9935
0.07978,-0.6906,9.994
0.07979,-0.65926,9.9946
0.0798,-0.62791,9.9951
0.07981,-0.59655,9.9955
0.07982,-0.56519,9.996
0.07983,-0.53382,9.9964
0.07984,-0.50244,9.9968
0.07985,-0.47106,9.9972
0.07986,-0.43968,9.9976
0.07987,-0.40829,9.9979
0.07988,-0.3769,9.9982
0.07989,-0.34551,9.9985
0.0799,-0.31411,9.9988
0.07991,-0.28271,9.999
0.07992,-0.2513,9.9992
0.07993,-0.21989,9.9994
0.07994,-0.18848,9.9996
0.07995,-0.15707,9.9997
0.07996,-0.12566,9.9998
0.07997,-0.094246,9.9999
0.07998,-0.062831,10
0.07999,-0.031416,10
0.08,-9.80E-15,10
0.08001,0.031416,10
0.08002,0.062831,10
0.08003,0.094246,9.9999
0.08004,0.12566,9.9998
0.08005,0.15707,9.9997
0.08006,0.18848,9.9996
0.08007,0.21989,9.9994
0.08008,0.2513,9.9992
0.08009,0.28271,9.999
0.0801,0.31411,9.9988
0.08011,0.34551,9.9985
0.08012,0.3769,9.9982
0.08013,0.40829,9.9979
0.08014,0.43968,9.9976
0.08015,0.47106,9.9972
0.08016,0.50244,9.9968
0.08017,0.53382,9.9964
0.08018,0.56519,9.996
0.08019,0.59655,9.9955
0.0802,0.62791,9.9951
0.08021,0.65926,9.9946
0.08022,0.6906,9.994
0.08023,0.72194,9.9935
0.08024,0.75327,9.9929
0.08025,0.78459,9.9923
0.08026,0.81591,9.9917
0.08027,0.84721,9.991
0.08028,0.87851,9.9903
0.08029,0.9098,9.9896
0.0803,0.94108,9.9889
0.08031,0.97235,9.9881
0.08032,1.0036,9.9874
0.08033,1.0349,9.9866
0.08034,1.0661,9.9857
0.08035,1.0973,9.9849
0.08036,1.1286,9.984
0.08037,1.1598,9.9831
0.08038,1.191,9.9822
0.08039,1.2222,9.9812
0.0804,1.2533,9.9803
0.08041,1.2845,9.9793
0.08042,1.3156,9.9782
0.08043,1.3468,9.9772
0.08044,1.3779,9.9761
0.08045,1.409,9.975
0.08046,1.4401,9.9739
0.08047,1.4712,9.9728
0.08048,1.5023,9.9716
0.08049,1.5333,9.9704
0.0805,1.5643,9.9692
0.08051,1.5954,9.9679
0.08052,1.6264,9.9667
0.08053,1.6574,9.9654
0.08054,1.6883,9.964
0.08055,1.7193,9.9627
0.08056,1.7502,9.9613
0.08057,1.7812,9.9599
0.08058,1.8121,9.9585
0.08059,1.8429,9.9571
0.0806,1.8738,9.9556
0.08061,1.9047,9.9541
0.08062,1.9355,9.9526
0.08063,1.9663,9.9511
0.08064,1.9971,9.9495
0.08065,2.0279,9.9479
0.08066,2.0586,9.9463
0.08067,2.0894,9.9447
0.08068,2.1201,9.943
0.08069,2.1508,9.9413
0.0807,2.1814,9.9396
0.08071,2.2121,9.9379
0.08072,2.2427,9.9361
0.08073,2.2733,9.9343
0.08074,2.3039,9.9325
0.08075,2.3345,9.9307
0.08076,2.365,9.9288
0.08077,2.3955,9.9269
0.08078,2.426,9.925
0.08079,2.4565,9.9231
0.0808,2.4869,9.9211
0.08081,2.5173,9.9192
0.08082,2.5477,9.9172
0.08083,2.5781,9.9151
0.08084,2.6084,9.9131
0.08085,2.6387,9.911
0.08086,2.669,9.9089
0.08087,2.6993,9.9068
0.08088,2.7295,9.9046
0.08089,2.7597,9.9024
0.0809,2.7899,9.9002
0.08091,2.8201,9.898
0.08092,2.8502,9.8958
0.08093,2.8803,9.8935
0.08094,2.9104,9.8912
0.08095,2.9404,9.8889
0.08096,2.9704,9.8865
0.08097,3.0004,9.8841
0.08098,3.0304,9.8817
0.08099,3.0603,9.8793
0.081,3.0902,9.8769
0.08101,3.12,9.8744
0.08102,3.1499,9.8719
0.08103,3.1797,9.8694
0.08104,3.2094,9.8669
0.08105,3.2392,9.8643
0.08106,3.2689,9.8617
0.08107,3.2986,9.8591
0.08108,3.3282,9.8564
0.08109,3.3578,9.8538
0.0811,3.3874,9.8511
0.08111,3.4169,9.8484
0.08112,3.4464,9.8456
0.08113,3.4759,9.8429
0.08114,3.5053,9.8401
0.08115,3.5347,9.8373
0.08116,3.5641,9.8345
0.08117,3.5935,9.8316
0.08118,3.6228,9.8287
0.08119,3.652,9.8258
0.0812,3.6812,9.8229
0.08121,3.7104,9.8199
0.08122,3.7396,9.8169
0.08123,3.7687,9.8139
0.08124,3.7978,9.8109
0.08125,3.8268,9.8079
0.08126,3.8558,9.8048
0.08127,3.8848,9.8017
0.08128,3.9137,9.7986
0.08129,3.9426,9.7954
0.0813,3.9715,9.7922
0.08131,4.0003,9.789
0.08132,4.0291,9.7858
0.08133,4.0578,9.7826
0.08134,4.0865,9.7793
0.08135,4.1151,9.776
0.08136,4.1438,9.7727
0.08137,4.1723,9.7693
0.08138,4.2009,9.766
0.08139,4.2293,9.7626
0.0814,4.2578,9.7592
0.08141,4.2862,9.7557
0.08142,4.3146,9.7523
0.08143,4.3429,9.7488
0.08144,4.3712,9.7453
0.08145,4.3994,9.7417
0.08146,4.4276,9.7382
0.08147,4.4557,9.7346
0.08148,4.4838,9.731
0.08149,4.5119,9.7274
0.0815,4.5399,9.7237
0.08151,4.5679,9.72
0.08152,4.5958,9.7163
0.08153,4.6237,9.7126
0.08154,4.6515,9.7088
0.08155,4.6793,9.7051
0.08156,4.707,9.7013
0.08157,4.7347,9.6974
0.08158,4.7624,9.6936
0.08159,4.79,9.6897
0.0816,4.8175,9.6858
0.08161,4.845,9.6819
0.08162,4.8725,9.678
0.08163,4.8999,9.674
0.08164,4.9273,9.67
0.08165,4.9546,9.666
0.08166,4.9819,9.662
0.08167,5.0091,9.6579
0.08168,5.0362,9.6538
0.08169,5.0633,9.6497
0.0817,5.0904,9.6456
0.08171,5.1174,9.6414
0.08172,5.1444,9.6372
0.08173,5.1713,9.633
0.08174,5.1982,9.6288
0.08175,5.225,9.6246
0.08176,5.2517,9.6203
0.08177,5.2785,9.616
0.08178,5.3051,9.6117
0.08179,5.3317,9.6073
0.0818,5.3583,9.6029
0.08181,5.3848,9.5985
0.08182,5.4112,9.5941
0.08183,5.4376,9.5897
0.08184,5.4639,9.5852
0.08185,5.4902,9.5807
0.08186,5.5165,9.5762
0.08187,5.5426,9.5717
0.08188,5.5688,9.5671
0.08189,5.5948,9.5625
0.0819,5.6208,9.5579
0.08191,5.6468,9.5533
0.08192,5.6727,9.5486
0.08193,5.6985,9.544
0.08194,5.7243,9.5393
0.08195,5.7501,9.5345
0.08196,5.7757,9.5298
0.08197,5.8013,9.525
0.08198,5.8269,9.5202
0.08199,5.8524,9.5154
0.082,5.8779,9.5106
0.08201,5.9032,9.5057
0.08202,5.9286,9.5008
0.08203,5.9538,9.4959
0.08204,5.979,9.491
0.08205,6.0042,9.486
0.08206,6.0293,9.481
0.08207,6.0543,9.476
0.08208,6.0793,9.471
0.08209,6.1042,9.4659
0.0821,6.1291,9.4609
0.08211,6.1539,9.4558
0.08212,6.1786,9.4506
0.08213,6.2033,9.4455
0.08214,6.2279,9.4403
0.08215,6.2524,9.4351
0.08216,6.2769,9.4299
0.08217,6.3013,9.4247
0.08218,6.3257,9.4194
0.08219,6.35,9.4141
0.0822,6.3742,9.4088
0.08221,6.3984,9.4035
0.08222,6.4225,9.3981
0.08223,6.4466,9.3927
0.08224,6.4706,9.3873
0.08225,6.4945,9.3819
0.08226,6.5183,9.3765
0.08227,6.5421,9.371
0.08228,6.5659,9.3655
0.08229,6.5895,9.36
0.0823,6.6131,9.3544
0.08231,6.6367,9.3489
0.08232,6.6601,9.3433
0.08233,6.6835,9.3377
0.08234,6.7069,9.332
0.08235,6.7301,9.3264
0.08236,6.7533,9.3207
0.08237,6.7765,9.315
0.08238,6.7995,9.3093
0.08239,6.8225,9.3035
0.0824,6.8455,9.2978
0.08241,6.8683,9.292
0.08242,6.8911,9.2862
0.08243,6.9139,9.2803
0.08244,6.9365,9.2745
0.08245,6.9591,9.2686
0.08246,6.9817,9.2627
0.08247,7.0041,9.2567
0.08248,7.0265,9.2508
0.08249,7.0488,9.2448
0.0825,7.0711,9.2388
0.08251,7.0932,9.2328
0.08252,7.1154,9.2267
0.08253,7.1374,9.2207
0.08254,7.1594,9.2146
0.08255,7.1813,9.2085
0.08256,7.2031,9.2023
0.08257,7.2248,9.1962
0.08258,7.2465,9.19
0.08259,7.2681,9.1838
0.0826,7.2897,9.1775
0.08261,7.3112,9.1713
0.08262,7.3326,9.165
0.08263,7.3539,9.1587
0.08264,7.3751,9.1524
0.08265,7.3963,9.1461
0.08266,7.4174,9.1397
0.08267,7.4385,9.1333
0.08268,7.4594,9.1269
0.08269,7.4803,9.1205
0.0827,7.5011,9.114
0.08271,7.5218,9.1076
0.08272,7.5425,9.1011
0.08273,7.5631,9.0945
0.08274,7.5836,9.088
0.08275,7.6041,9.0814
0.08276,7.6244,9.0748
0.08277,7.6447,9.0682
0.08278,7.6649,9.0616
0.08279,7.6851,9.0549
0.0828,7.7051,9.0483
0.08281,7.7251,9.0416
0.08282,7.745,9.0348
0.08283,7.7649,9.0281
0.08284,7.7846,9.0213
0.08285,7.8043,9.0146
0.08286,7.8239,9.0077
0.08287,7.8434,9.0009
0.08288,7.8629,8.9941
0.08289,7.8823,8.9872
0.0829,7.9016,8.9803
0.08291,7.9208,8.9734
0.08292,7.9399,8.9664
0.08293,7.959,8.9594
0.08294,7.9779,8.9525
0.08295,7.9968,8.9454
0.08296,8.0157,8.9384
0.08297,8.0344,8.9314
0.08298,8.0531,8.9243
0.08299,8.0717,8.9172
0.083,8.0902,8.9101
0.08301,8.1086,8.9029
0.08302,8.1269,8.8958
0.08303,8.1452,8.8886
0.08304,8.1634,8.8814
0.08305,8.1815,8.8741
0.08306,8.1995,8.8669
0.08307,8.2175,8.8596
0.08308,8.2353,8.8523
0.08309,8.2531,8.845
0.0831,8.2708,8.8377
0.08311,8.2884,8.8303
0.08312,8.306,8.8229
0.08313,8.3234,8.8155
0.08314,8.3408,8.8081
0.08315,8.3581,8.8006
0.08316,8.3753,8.7932
0.08317,8.3924,8.7857
0.08318,8.4094,8.7782
0.08319,8.4264,8.7706
0.0832,8.4433,8.7631
0.08321,8.4601,8.7555
0.08322,8.4768,8.7479
0.08323,8.4934,8.7403
0.08324,8.5099,8.7326
0.08325,8.5264,8.725
0.08326,8.5428,8.7173
0.08327,8.5591,8.7096
0.08328,8.5753,8.7018
0.08329,8.5914,8.6941
0.0833,8.6074,8.6863
0.08331,8.6234,8.6785
0.08332,8.6392,8.6707
0.08333,8.655,8.6629
0.08334,8.6707,8.655
0.08335,8.6863,8.6471
0.08336,8.7018,8.6392
0.08337,8.7173,8.6313
0.08338,8.7326,8.6234
0.08339,8.7479,8.6154
0.0834,8.7631,8.6074
0.08341,8.7782,8.5994
0.08342,8.7932,8.5914
0.08343,8.8081,8.5833
0.08344,8.8229,8.5753
0.08345,8.8377,8.5672
0.08346,8.8523,8.5591
0.08347,8.8669,8.5509
0.08348,8.8814,8.5428
0.08349,8.8958,8.5346
0.0835,8.9101,8.5264
0.08351,8.9243,8.5182
0.08352,8.9384,8.5099
0.08353,8.9525,8.5017
0.08354,8.9664,8.4934
0.08355,8.9803,8.4851
0.08356,8.9941,8.4768
0.08357,9.0077,8.4684
0.08358,9.0213,8.4601
0.08359,9.0348,8.4517
0.0836,9.0483,8.4433
0.08361,9.0616,8.4349
0.08362,9.0748,8.4264
0.08363,9.088,8.4179
0.08364,9.1011,8.4094
0.08365,9.114,8.4009
0.08366,9.1269,8.3924
0.08367,9.1397,8.3839
0.08368,9.1524,8.3753
0.08369,9.165,8.3667
0.0837,9.1775,8.3581
0.08371,9.19,8.3494
0.08372,9.2023,8.3408
0.08373,9.2146,8.3321
0.08374,9.2267,8.3234
0.08375,9.2388,8.3147
0.08376,9.2508,8.306
0.08377,9.2627,8.2972
0.08378,9.2745,8.2884
0.08379,9.2862,8.2796
0.0838,9.2978,8.2708
0.08381,9.3093,8.262
0.08382,9.3207,8.2531
0.08383,9.332,8.2442
0.08384,9.3433,8.2353
0.08385,9.3544,8.2264
0.08386,9.3655,8.2175
0.08387,9.3765,8.2085
0.08388,9.3873,8.1995
0.08389,9.3981,8.1905
0.0839,9.4088,8.1815
0.08391,9.4194,8.1725
0.08392,9.4299,8.1634
0.08393,9.4403,8.1543
0.08394,9.4506,8.1452
0.08395,9.4609,8.1361
0.08396,9.471,8.1269
0.08397,9.481,8.1178
0.08398,9.491,8.1086
0.08399,9.5008,8.0994
0.084,9.5106,8.0902
0.08401,9.5202,8.0809
0.08402,9.5298,8.0717
0.08403,9.5393,8.0624
0.08404,9.5486,8.0531
0.08405,9.5579,8.0438
0.08406,9.5671,8.0344
0.08407,9.5762,8.0251
0.08408,9.5852,8.0157
0.08409,9.5941,8.0063
0.0841,9.6029,7.9968
0.08411,9.6117,7.9874
0.08412,9.6203,7.9779
